#separator:Tab
#html:true
#columns:word	sentence	translation	additional translations	wiktionary link	attributions
使用	你知道怎么<b>使用</b>吗？	Do you know how to use this?		https://en.m.wiktionary.org/wiki/使用#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3408710 (CK) & #5715132 (verdastelo9604)
安全	你是告诉我这里很<b>安全</b>的人。	You were the one who told me it was safe here.		https://en.m.wiktionary.org/wiki/安全#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3238860 (CK) & #9958593 (GlossaMatik)
蛋糕	这些<b>蛋糕</b>中我最喜欢这个。	Out of these cakes, I like this one the best.		https://en.m.wiktionary.org/wiki/蛋糕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #9821008 (ravensfeather) & #9959110 (GlossaMatik)
看來	他<b>看來</b>沒有做錯甚麼。	It's unlikely that he did anything wrong.		https://en.m.wiktionary.org/wiki/看來#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #954102 (CK) & #6147581 (verdastelo9604)
起	我從昨天<b>起</b>沒有吃任何東西。	I haven't eaten anything since yesterday.		https://en.m.wiktionary.org/wiki/起#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #244374 (CK) & #848621 (Martha)
听到	<b>听到</b>她成功的消息，他很高兴。	He was happy at the news of her success.		https://en.m.wiktionary.org/wiki/聽到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #309487 (CM) & #332579 (fucongcong)
时	当我听到这个消息<b>时</b>，我想哭。	When I heard the news, I wanted to cry.		https://en.m.wiktionary.org/wiki/時#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #352274 (human600) & #462049 (fucongcong)
電影	我們昨晚去看<b>電影</b>了。	We went to the movies last night.		https://en.m.wiktionary.org/wiki/電影#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #248754 (CK) & #895843 (Martha)
累	他认为我非常的<b>累</b>。	He thought that I was very tired.		https://en.m.wiktionary.org/wiki/纍#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #439156 (mamat) & #606794 (CLARET)
有点	我还<b>有点</b>事。	I've still got things to do.	I still have things left to do.	https://en.m.wiktionary.org/wiki/有點#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5243179 (CK) & #9958404 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1113425 (Scott) & #9958404 (GlossaMatik)
美元	他只有100<b>美元</b>。	He only had 100 dollars.		https://en.m.wiktionary.org/wiki/美元#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #291649 (CK) & #834347 (Martha)
飯	你們吃<b>飯</b>了嗎？	Have you all eaten?		https://en.m.wiktionary.org/wiki/飯#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7262709 (CK) & #6057697 (xjjAstrus)
是不是	现在是你决定<b>是不是</b>真要结婚的时候。	Now's the time to decide whether you really want to get married or not.		https://en.m.wiktionary.org/wiki/是不是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2042884 (CK) & #5624935 (verdastelo9604)
睡觉	23点我打电话给她的时候，她已经去<b>睡觉</b>了。	She had already gone to bed when I called her at 11 p.m.	She had already gone to bed when I phoned her at 11:00 p.m.	https://en.m.wiktionary.org/wiki/睡覺#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1398573 (bart) & #510772 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #246745 (CM) & #510772 (fucongcong)
要求	很抱歉，我们不能接受你的<b>要求</b>。	We are sorry we are unable to accept your request.		https://en.m.wiktionary.org/wiki/要求#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #54300 (CK) & #334200 (fucongcong)
晚	昨晚的派對你待到多<b>晚</b>？	How late did you stay at the party last night?		https://en.m.wiktionary.org/wiki/晚#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3738691 (CK) & #8085404 (jenny5752)
大家	<b>大家</b>都知道她的英语说得很好。	Everybody knew she could speak English well.		https://en.m.wiktionary.org/wiki/大傢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #308184 (CK) & #333282 (fucongcong)
建议	汤姆是<b>建议</b>我买这个的人。	Tom was the one who suggested I buy this.	Tom was the one who suggested that I buy this.	https://en.m.wiktionary.org/wiki/建議#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #9770674 (CK) & #9956667 (GlossaMatik)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #9740964 (CK) & #9956667 (GlossaMatik)
發現	我<b>發現</b>了一些有趣的東西。	I've discovered something interesting.		https://en.m.wiktionary.org/wiki/發現#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2359439 (CK) & #5364041 (egg0073)
唯一	你是<b>唯一</b>一个能帮助我们的人。	You're the only one who can help us.	You're the only one that can help us.	https://en.m.wiktionary.org/wiki/唯一#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3240530 (CK) & #8608700 (slo_oth)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #8382901 (CK) & #8608700 (slo_oth)
愛	你的父母很<b>愛</b>你。	Your parents loved you very much.		https://en.m.wiktionary.org/wiki/愛#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3282168 (Mwiggins) & #6135004 (verdastelo9604)
小時	他們讓我等了一個<b>小時</b>。	They kept me waiting for an hour.		https://en.m.wiktionary.org/wiki/小時#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #306710 (CK) & #903322 (Martha)
學習	他們昨天<b>學習</b>英語。	They studied English yesterday.		https://en.m.wiktionary.org/wiki/學習#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #306601 (CK) & #832951 (Martha)
参加	我想<b>参加</b>。	I want to participate.		https://en.m.wiktionary.org/wiki/參加#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5288568 (AlanF_US) & #8727835 (crescat)
确定	我很<b>确定</b>，汤姆是唯一能告诉我们我们需要知道的事情的人。	I'm pretty sure Tom is the only one who can tell us what we need to know.		https://en.m.wiktionary.org/wiki/確定#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3205281 (CK) & #9961299 (GlossaMatik)
计划	汤姆让我告诉你他没有<b>计划</b>和你一起去波士顿。	Tom asked me to tell you he didn't plan on going to Boston with you.		https://en.m.wiktionary.org/wiki/計劃#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2537077 (CK) & #5091672 (mirrorvan)
要是	<b>要是</b>他们没有发现，就没问题了。	If they hadn't noticed, there wouldn't have been any problems.		https://en.m.wiktionary.org/wiki/要是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2737423 (eastasiastudent) & #2737410 (GlossaMatik)
下午	明天<b>下午</b>2点以前，我希望这工作完成了。	I want this work completed by two o'clock tomorrow afternoon.		https://en.m.wiktionary.org/wiki/下午#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #59095 (CK) & #334693 (fucongcong)
那儿	我不想去<b>那儿</b>，他也不想。	I don't want to go there. He doesn't want to go either.		https://en.m.wiktionary.org/wiki/那兒#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #254092 (CK) & #1438599 (asosan)
那样	汤姆似乎不想告诉我为什么他要<b>那样</b>做。	Tom didn't seem to want to tell me why he'd done that.		https://en.m.wiktionary.org/wiki/那樣#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7539369 (CK) & #8750748 (cxpadonis)
那麼	今天沒有像昨天<b>那麼</b>冷。	It isn't anything like as cold as it was yesterday.		https://en.m.wiktionary.org/wiki/那麼#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #242846 (CM) & #801547 (Martha)
除了	<b>除了</b>汤姆和玛丽，房间里没有人。	There was no one in the room besides Tom and Mary.		https://en.m.wiktionary.org/wiki/除瞭#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1030029 (CK) & #5624957 (verdastelo9604)
奇怪	他不在这儿你不觉得这很<b>奇怪</b>吗？	Don't you think it's strange that he's not here?		https://en.m.wiktionary.org/wiki/奇怪#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1474231 (CK) & #1990273 (sunnywqing)
還是	我知道你<b>還是</b>想跟我一起。	I know that you still want to be with me.		https://en.m.wiktionary.org/wiki/還是#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2573654 (Amastan) & #5856777 (verdastelo9604)
茶	我不喜歡<b>茶</b>也不喜歡咖啡。	I don't like either tea or coffee.		https://en.m.wiktionary.org/wiki/茶#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #257399 (CK) & #890461 (Martha)
小心	你應該要更<b>小心</b>的。	You should've been more careful.		https://en.m.wiktionary.org/wiki/小心#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6678531 (CK) & #865410 (Martha)
牛奶	我完全不要<b>牛奶</b>。	I don't want any milk at all.		https://en.m.wiktionary.org/wiki/牛奶#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #7492548 (CK) & #881275 (Martha)
留在	他要你<b>留在</b>這裡。	He wants you to stay here.		https://en.m.wiktionary.org/wiki/留在#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #295622 (CK) & #848210 (Martha)
輕	我希望我再年<b>輕</b>一次。	I wish I was young again.		https://en.m.wiktionary.org/wiki/輕#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #885649 (Trailsend) & #778836 (Martha)
谢谢	“等他回来，我要让他给你打电话吗？”“是的，<b>谢谢</b>。”	"Shall I have him call you when he gets back?" "Yes, please."		https://en.m.wiktionary.org/wiki/謝謝#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #73732 (CK) & #333207 (fucongcong)
建議	你是那個<b>建議</b>我們一起旅行的人。	You're the one who suggested that we travel together.		https://en.m.wiktionary.org/wiki/建議#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6339520 (CK) & #6581648 (SofiaLee)
了解	你<b>了解</b>多少我寫在這裡的東西?	How much of what I've written here do you understand?		https://en.m.wiktionary.org/wiki/瞭解#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #776915 (CM) & #776935 (Martha)
做到	没有你我无法<b>做到</b>，谢谢。	I couldn't have done it without you. Thank you.		https://en.m.wiktionary.org/wiki/做到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #1606 (CK) & #334160 (fucongcong)
清楚	警察看來很<b>清楚</b>我們在哪裡。	The police seem to know exactly where we are.		https://en.m.wiktionary.org/wiki/清楚#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2892110 (CK) & #6077416 (verdastelo9604)
確定	我不<b>確定</b>，但我覺得我知道要去哪裡。	I'm not sure, but I think I know where to go.		https://en.m.wiktionary.org/wiki/確定#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2537978 (CK) & #5663524 (verdastelo9604)
參加	湯姆希望你能<b>參加</b>他的派對。	Tom hopes you're able to attend his party.		https://en.m.wiktionary.org/wiki/參加#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #4495838 (CK) & #10040486 (verdastelo9604)
椅子	湯姆坐在<b>椅子</b>上睡著了。	Tom fell asleep sitting up in the chair.		https://en.m.wiktionary.org/wiki/椅子#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3726708 (CM) & #5640722 (verdastelo9604)
難	我很<b>難</b>找到他的房子。	I had some trouble in finding his house.		https://en.m.wiktionary.org/wiki/難#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #285713 (Iolanda) & #780346 (Martha)
讀	我們要<b>讀</b>很多書。	We have to do a great deal of reading.		https://en.m.wiktionary.org/wiki/讀#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #23150 (CK) & #5571079 (verdastelo9604)
爲	你<b>爲</b>什麼在這裡坐著？	Why are you just sitting there?		https://en.m.wiktionary.org/wiki/爲#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3223075 (CK) & #5663494 (verdastelo9604)
英文	她有很多<b>英文</b>書。	She has a lot of English books.		https://en.m.wiktionary.org/wiki/英文#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #311533 (CK) & #894381 (Martha)
十分	汤姆说它<b>十分</b>重要。	Tom says it's quite important.		https://en.m.wiktionary.org/wiki/十分#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3736658 (CK) & #5780608 (verdastelo9604)
打開	她很快地<b>打開</b>了信。	She opened the letter quickly.		https://en.m.wiktionary.org/wiki/打開#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #388851 (CK) & #844598 (Martha)
见到	我非常想<b>见到</b>他。	I want to see him very much.		https://en.m.wiktionary.org/wiki/見到#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #255232 (CK) & #843420 (fucongcong)
辦	我不知道該怎麼<b>辦</b>。	I didn't know what to do.		https://en.m.wiktionary.org/wiki/辦#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #255152 (CK) & #919752 (Martha)
并	你似乎<b>并</b>不像汤姆看起来那样害怕。	You don't seem to be as afraid as Tom seems to be.		https://en.m.wiktionary.org/wiki/並#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6662995 (CK) & #8750755 (cxpadonis)
国家	你打算在这个<b>国家</b>待多久？	How long do you plan to stay in this country?	How long do you plan on staying in this country?	https://en.m.wiktionary.org/wiki/國傢#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #59253 (Eldad) & #333990 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1211535 (alec) & #333990 (fucongcong)
读	她给孩子们<b>读</b>了个有趣的故事。	She read an amusing story to the children.		https://en.m.wiktionary.org/wiki/讀#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #313953 (CK) & #5978344 (verdastelo9604)
睡覺	你昨天甚麼時候<b>睡覺</b>？	What time did you get to bed last night?		https://en.m.wiktionary.org/wiki/睡覺#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #2882841 (CK) & #6058585 (verdastelo9604)
不再	我们被要求<b>不再</b>这么做。	We've been asked to not do this anymore.		https://en.m.wiktionary.org/wiki/不再#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3396682 (CK) & #5818099 (verdastelo9604)
夏天	许多人<b>夏天</b>在这里游泳。	A lot of people swim here in the summer.		https://en.m.wiktionary.org/wiki/夏天#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #5592862 (CK) & #5900377 (verdastelo9604)
担心	我很<b>担心</b>我儿子的安全。	I'm very anxious about my son's safety.		https://en.m.wiktionary.org/wiki/擔心#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #259228 (CM) & #9958235 (GlossaMatik)
第一次	我昨天<b>第一次</b>見到他。	I met him yesterday for the first time.		https://en.m.wiktionary.org/wiki/第一次#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #257785 (CK) & #5382959 (egg0073)
帽子	看到他的<b>帽子</b>，她笑了。	She laughed at the sight of his hat.		https://en.m.wiktionary.org/wiki/帽子#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #316442 (CK) & #785971 (fucongcong)
準備	明天你能<b>準備</b>好離開嗎？	Can you be ready to leave tomorrow?		https://en.m.wiktionary.org/wiki/準備#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #323125 (CK) & #865577 (Martha)
上班	他有時開車去<b>上班</b>。	He sometimes goes to work by car.		https://en.m.wiktionary.org/wiki/上班#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #291999 (CK) & #881265 (Martha)
来说	我知道这对您<b>来说</b>很重要。	I know this is important to you.	I know that this is important to you.	https://en.m.wiktionary.org/wiki/來說#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6257108 (CK) & #4878908 (musclegirlxyp)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #1887497 (CK) & #4878908 (musclegirlxyp)
每	他不是<b>每</b>一天都來這裡。	He doesn't come here every day.	He does not come here every day.	https://en.m.wiktionary.org/wiki/每#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #303895 (CK) & #842476 (Martha)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #303894 (CK) & #842476 (Martha)
擔心	湯姆<b>擔心</b>他的安全。	Tom is worried for his safety.		https://en.m.wiktionary.org/wiki/擔心#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3921722 (CK) & #6635891 (verdastelo9604)
自行车	昨晚我的<b>自行车</b>被偷了。	My bike was stolen last night.	I had my bicycle stolen last night.	https://en.m.wiktionary.org/wiki/自行車#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #386697 (Mouseneb) & #334530 (fucongcong)<br>CC-BY 2.0 (France) Attribution: tatoeba.org #257848 (CK) & #334530 (fucongcong)
值得	可能是<b>值得</b>的。	Perhaps it was worth it.		https://en.m.wiktionary.org/wiki/值得#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #3736546 (CK) & #5581805 (verdastelo9604)
那件事	你是那個建議我們一起做<b>那件事</b>的人。	You're the one who suggested that we do that together.		https://en.m.wiktionary.org/wiki/那件事#Definitions	CC-BY 2.0 (France) Attribution: tatoeba.org #6339424 (CK) & #6581647 (SofiaLee)
